regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
Asia,YEM,Yemen,2020,0,0,100,0,549,1406,52797,549,0,0,0,0,0,0,0,0.9,0,,,500,,,9.19,0,0,0,9.19,8.5,5.04531,0,0,0,5.04531,11.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,549,,,,,,31,,,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,WSM,Samoa,1990,0,0,100,0,176.13,25.25,283,170.99,5.13,2.94,,2.19,,0,0,0.36,0,,,,,,63.75,63.95,,,65.89,,10.9006125,0.3280635,,,11.6052057,,,,,,,,,,,,,,,,,,,,,,105.22,21.04,,49.45,9.89,,,,,,,,,,,176.13,,,,,,,,,158.52,,,,17.61,0,17.61,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,WSM,Samoa,2000,0,0,100,0,171.31,22.69,283,166.21,5.09,3.41,,1.68,,0,0,0.35,0,,,,,,63.75,63.95,,,65.89,,10.5958875,0.3255055,,,11.2876159,,,,,,,,,,,,,,,,,,,,,,105.15,21.03,,49.42,9.88,,,,,,,,,,,171.31,,,,,,,,,154.18,,,,17.13,0,17.13,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,WSM,Samoa,2010,0,0,100,0,166.49,20.13,283,161.43,5.05,3.89,,1.16,,0,0,0.35,0,,,,,,63.75,63.95,,,65.89,,10.2911625,0.3229475,,,10.9700261,,,,,,,,,,,,,,,,,,,,,,105.09,21.02,,49.39,9.88,,,,,,,,,,,166.49,,,,,,,,,149.84,,,,16.65,0,16.65,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,18.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,WSM,Samoa,2015,0,0,100,0,164.07,18.85,283,159.05,5.04,4.13,,0.91,,0,0,0.35,0,,,,,,63.75,63.95,,,65.89,,10.1394375,0.322308,,,10.8105723,,,,,,,,,,,,,,,,,,,,,,105.05,21.01,,49.37,9.87,,,,,83.04,0,0,0,81.03,0,0,,81.03,81.03,,,18.95,,11.46,147.66,,,,16.41,0,16.41,0,0,0,0,no,yes,no,yes,no,yes,no,no,no,yes,,0.1,0.01,0.08,,,,,,,,,,,,,,,,,,,,3,3,,,3,,,
Oceania,WSM,Samoa,2020,0,0,100,0,161.67,17.6,283,156.7,5.04,4.38,,0.66,,0,0,0.35,0,,,,,,63.75,63.95,,,65.89,,9.989625,0.322308,,,10.6524363,,,,,,,,,,,,,,,,,,,,,,105,21,,49.35,9.87,,,,,,,,,,,161.67,,,,,,,,,,,,,,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, International Tropical Timber Organization",MOZ,Mozambique,1990,0,0,100,0,43378,15146,78638,43340,38,38,38,0,,,,354.33,,,,,,,36.2,150,150,,36.3,19.7,1568.908,5.7,5.7,0,1574.6214,298.3762,,,,,,,,,,,,,,,,,,,,,101.36,26.76,,47.64,12.58,,,,,29138,9635,4605,0,0,0,0,29138,43378,4605,43378,,14240,4605,4605,38,0,38,0,43340,0,43340,0,0,0,0,no,yes,no,yes,no,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, International Tropical Timber Organization",MOZ,Mozambique,2000,0,0,100,0,41188,14856,78638,41150,38,38,38,0,,,,355.9,,,,,,,36.2,150,150,,36.3,19.7,1489.63,5.7,5.7,0,1495.1244,292.6632,,,,,,,,,,,,,,,,,,,,,101.36,26.76,,47.64,12.58,,,,,27667,9148,4373,0,0,0,0,27667,41188,4373,41188,,13521,4373,4373,38,0,38,0,41150,0,40614,0,536,0,0,no,yes,no,yes,no,yes,yes,no,no,no,,10,,,,,,,,,,,,,,,0,0,0,0,0,0,2,2,2,,,,2,,2
"Africa, International Tropical Timber Organization",MOZ,Mozambique,2010,0,0,100,0,38972.14,14566,78638,38917.5,54.64,54.64,54.64,0,,,,357.47,,,,,,,36.2,150,150,,36.36,19.7,1408.8135,8.196,8.196,0,1417.02701,286.9502,208,177,140,69,63,53,50,39,36,34,548.03,1417.03,,,,,,,,1417.03,101.37,26.76,,47.64,12.58,,,,,26212,8617.14,4143,0,0,0,0,26212,38972.14,4143,38972.14,,12760.14,7663.62,4143,12.14,0,12.14,0,38960,0,0,0,37760,1200,0,no,yes,no,yes,no,yes,yes,no,no,no,,18,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
"Africa, International Tropical Timber Organization",MOZ,Mozambique,2015,0,0,100,0,37940,14421,78638,37874.01,65.99,65.99,65.99,0,,,,358.26,,,,,,,36.2,150,150,,36.4,19.7,1371.039162,9.8985,9.8985,0,1381.016,284.0937,,,,,,,,,,,,,,,,,,,,,101.37,26.77,,47.64,12.58,,,,,22425.53,7509.64,6967.56,1037.27,0,0,0,22425.53,37940,6967.56,37940,,14477.2,15439.41,6967.56,75,0,75,0,37865,0,0,0,36665,1200,0,no,yes,no,yes,no,yes,yes,no,no,no,,14,0.55,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Africa, International Tropical Timber Organization",MOZ,Mozambique,2020,0,0,100,0,36743.76,16296.66,78638,36669.49,74.27,74.27,74.27,0,,,,359.04,,,,,,,36.2,150,150,,36.43,19.7,1327.435538,11.1405,11.1405,0,1338.575177,321.044202,,,,,,,,,,,,,,,,,,,,,101.37,26.77,,47.64,12.58,,,,,19987.66,8260.6,6967.56,1527.94,0,0,0,19987.66,36743.76,6967.56,36743.76,,15228.16,22227.39,6967.56,,,,,,,,,,,,no,yes,no,yes,no,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,TLS,Timor-Leste,1990,0,0,100,0,963.1,0,1487,963.1,0,0,0,0,,0,,,0,,,,,,100,0,0,0,100,,96.31,0,0,0,96.31,0,,,,,,,,,,,,,,,,,,,,,150,42,,70.5,19.74,,,,,,,,,,,963.1,,,,,,,,,,,,,,963.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,TLS,Timor-Leste,2000,0,0,100,0,949.1,0,1487,949.1,0,0,0,0,,0,,,0,,,,,,100,0,0,0,100,,94.91,0,0,0,94.91,0,,,,,,,,,,,,,,,,,,,,,150,42,,70.5,19.74,,,,,,,,,,,949.1,,,,,,,,,,,,,,949.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,TLS,Timor-Leste,2010,0,0,100,0,935.1,0,1487,935.1,0,0,0,0,,0,,,0,,,,,,100,0,0,0,100,,93.51,0,0,0,93.51,0,,,,,,,,,,,,,,,,,,,,,150,42,,70.5,19.74,,,,,,,,,,,935.1,,,,,,,,,,,,,,935.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,TLS,Timor-Leste,2015,0,0,100,0,928.1,0,1487,928.1,0,0,0,0,,0,,1,0,,,,,,100,0,0,0,100,,92.81,0,0,0,92.81,0,,,,,,,,,,,,,,,,,,,,,150,42,,70.5,19.74,,,,,,,,,,,928.1,,,,,,,,,,,,,,928.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,TLS,Timor-Leste,2020,0,0,100,0,921.1,0,1487,921.1,0,0,,0,,0,,1.4,0,,,,,,100,0,0,0,100,,92.11,0,0,0,92.11,0,,,,,,,,,,,,,,,,,,,,,150,42,,70.5,19.74,,,,,,,,,,,921.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,VUT,Vanuatu,1990,0,0,100,0,442.3,478.96,1219,,,,,,205,,,2.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3,,,,439.28,,,,,,3.04,,,442.3,0,0,442.3,0,0,0,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,VUT,Vanuatu,2000,0,0,100,0,442.3,478.96,1219,,,,,,205,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3,,,,439.28,,,,,,3.04,,,442.3,0,0,442.3,0,0,0,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,VUT,Vanuatu,2010,0,0,100,0,442.3,478.96,1219,,,,,,205,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3,,,,439.28,,,,,,3.04,,,442.3,0,0,442.3,0,0,0,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,VUT,Vanuatu,2015,0,0,100,0,442.3,478.96,1219,,,,,,205,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3,,,,439.28,,,,,,3.04,,,442.3,0,0,442.3,0,0,0,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,VUT,Vanuatu,2020,0,0,100,0,442.3,478.96,1219,,,,,,205,,,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,3,,,,439.28,,,,,,3.04,,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZMB,Zambia,1990,0,0,100,0,47412,13219,74339,47355,57,57,57,0,,,,0,,,,,,,66,169.5,169.5,169.5,66.12439889,7.7,3125.43,9.6615,9.6615,0,3135.09,101.7863,340.57,335.86,249.47,241.37,182.62,147.92,105.44,102.47,98.58,78.1,1243.03,3125.43,4.9,2.15,1.64,0.31,0.34,0.32,9.66,3135.09,44,12.3,1.9,21.5,6.1,0.99,,36.7,30,,8077,23754.23,0,15580.77,0,0,,,,,,31831,31831,31831,3696,,,,10032,33684,,,,,10032,yes,yes,no,yes,no,yes,yes,yes,no,yes,8077,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZMB,Zambia,2000,0,0,100,0,47054,13219,74339,46999,55,55,55,0,,,,0,0.5,,,,,,66,169.5,169.5,169.5,66.12083989,7.7,3101.934,9.3225,9.3225,0,3111.25,101.7863,336.63,331.98,246.58,238.59,180.51,146.21,104.22,101.28,97.44,77.2,1241.29,3101.93,4.73,2.07,1.58,0.3,0.33,0.31,9.32,3111.25,44,12.3,1.9,21.5,6.1,0.99,,36.7,30,,8077,23754.23,0,15222.77,0,,,,,,,31831,31831,31831,3375,2761,153,,13857,,,,,,13857,yes,yes,no,yes,no,yes,yes,yes,no,yes,8077,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZMB,Zambia,2010,0,0,100,0,46696,13219,74339,46641.53,54.47,53.37,53.37,1.1,,,,0,1,,,,,,66,169.5,169.5,169.5,66.12065273,7.7,3078.34098,9.232665,9.046215,0.18645,3087.57,101.7863,332.7,328.1,243.7,235.8,178.4,144.5,103,100.1,96.3,76.3,1239.44,3078.34,4.68,2.05,1.57,0.3,0.32,0.31,9.23,3087.57,44,12.3,1.9,21.5,6.1,0.99,,36.7,30,,7055,24530.16,0,15110.84,0,,,,,,,31831,31831,31831,3265,2671,148,,13406,,,,,,13406,yes,yes,no,yes,no,yes,yes,yes,no,yes,7055,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZMB,Zambia,2015,0,0,100,0,45755.1,13219,74339,45701.76,53.24,49.38,49.38,3.86,,,,0,1,,,,,,66,169.5,169.5,169.5,66.12027949,7.7,3016.31616,9.02418,8.36991,0.65427,3025.34,101.7863,330.73,326.16,242.26,234.41,177.35,143.65,102.39,99.51,95.73,75.85,1188.27,3016.31,4.58,2.01,1.53,0.29,0.32,0.3,9.03,3025.34,44,12.3,1.9,21.5,6.1,0.99,,36.7,30,,6910,24392.3,,12967.7,,1485.1,,,,,,31831,31831,31831,2922,2391,133,,11997,30836.1,,,,,11997,yes,yes,no,yes,no,yes,yes,yes,no,yes,6910,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZMB,Zambia,2020,0,0,100,0,44814.03,13219,74339,44761.91,52.09,45.43,45.43,6.66,,,,0,,,,,,,66,169.5,169.5,169.5,66.12036454,7.7,2954.28606,8.829255,7.700385,1.12887,2963.12,101.7863,328.77,324.22,240.82,233.01,176.29,142.79,101.78,98.92,95.16,75.4,1137.13,2954.29,4.48,1.97,1.5,0.28,0.31,0.29,8.83,2963.12,44,12.3,1.9,21.5,6.1,0.99,,36.7,30,,6861,24392.3,,12632.7,,928.03,,,,,,31831,31831,31831,,,,,,,,,,,,yes,yes,no,yes,no,yes,yes,yes,no,yes,6861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZWE,Zimbabwe,1990,0,0,100,0,18826.68,7454.32,38685,18672.68,154,154,154,0,,,0,0,0,,,,,,37.76,96,96,,38.24,12.26,705.0803968,14.784,14.784,,719.9322432,91.3899632,228.9,90.24,15.63,9.8,5.72,4.85,3.3,1.54,0.22,0.22,359.51,719.93,,,,,,,,719.93,104.99,29.4,,49.35,13.82,,,,,,,,,,,18826.68,,,,,,3079,854,800,154,0,154,0,8937,9735.68,,,,,8937,no,yes,yes,yes,yes,yes,yes,no,no,yes,800,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZWE,Zimbabwe,2000,0,0,100,0,18365.98,7454.32,38685,18245.98,120,120,120,0,,,0,0,0,,,,,,37.76,96,96,,38.14,12.26,688.9682048,11.52,11.52,,700.4784772,91.3899632,195.25,76.97,13.33,7.32,4.88,4.11,2.82,1.31,1.88,1.88,390.73,700.48,,,,,,,,700.48,105.06,29.42,,49.38,13.83,,,,,,,,,,,18365.98,,,,,,3079,820,800,120,0,120,0,8937,9308.98,,,,,8937,no,yes,yes,yes,yes,yes,yes,no,no,yes,800,17.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZWE,Zimbabwe,2010,0,0,100,0,17905.28,7454.32,38685,17797.28,108,108,108,0,,,0,0,0,,,,,,37.76,96,96,,38.11,12.26,672.0252928,10.368,10.368,,682.3702208,91.3899632,,,,,,,,,,,,,,,,,,,,,105,29.4,,49.35,13.82,,,,,,,,,,,17905.28,,,,,,3076,808,800,108,0,108,0,8937,8860.28,,,,,8937,no,yes,yes,yes,yes,yes,yes,no,no,yes,800,7.24,,,6.39,,,,,,,,,0.84,,,,,,,,,,,,,,,,,
Africa,ZWE,Zimbabwe,2015,0,0,100,0,17674.93,7454.32,38685,17566.93,108,108,108,0,,,0,0,0,,,,,,37.76,96,96,,38.12,12.26,663.3272768,10.368,10.368,,673.7683316,91.3899632,,,,,,,,,,,,,,,,,,,,,104.92,29.38,,49.31,13.81,,,,,,,,,,,17674.93,,,,,,3076,808,800,108,0,108,0,8937,8629.93,,,,,8937,no,yes,yes,yes,yes,yes,yes,no,no,yes,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZWE,Zimbabwe,2020,0,0,100,0,17444.58,7454.32,38685,17336.58,108,108,108,0,,,0,0,0,,,,,,34.13,96,96,,34.51,12.26,591.6974754,10.368,10.368,,602.0124558,91.3899632,,,,,,,,,,,,,,,,,,,,,94.98,26.6,,44.64,12.5,,,,,,,,,,,17444.58,,,,,,3076,808,800,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,yes,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VCT,Saint Vincent and the Grenadines,1990,0,0,100,0,27.54,0,39,27.5,0.04,0.01,0.01,0.03,,,,0.04,0,,,,,,,,,,168.56,0,,,,,4.6421424,0,,,,,,,,,,,,,,,,,,,,,219.13,52.59,,102.99,24.72,,,,,0.01,4.53,7.3,0,0,0,15.7,1.7,,,,,13.13,4.53,4.53,0,0,0,0,27.54,0,27.54,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,4.53,0.15,0,0.15,0.02,0,0.02,0.04,0.01,0.03,,,,,,,,,,,,,,,,,,,,,
North and Central America,VCT,Saint Vincent and the Grenadines,2000,0,0,100,0,28.54,0,39,28.59,0.11,0.05,0.05,0.06,,,,0.04,0,,,,,,,,,,168.56,0,,,,,4.8107024,0,,,,,,,,,,,,,,,,,,,,,219.13,52.59,,102.99,24.72,,,,,0.05,4.53,7.3,0,0,0,,1.7,,,,,13.13,4.53,4.53,0,0,0,0,28.54,,28.54,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,4.53,0.17,0.01,0.16,0.04,0,0.04,0.05,0.01,0.04,,,,,,,,,,,,,,,,,,,,,
North and Central America,VCT,Saint Vincent and the Grenadines,2010,0,0,100,0,28.54,0,39,28.35,0.19,0.1,0.1,0.09,,,,0.04,0,,,,,,,,,,168.56,0,,,,,4.8107024,0,,,,,,,,,,,,,,,,,,,,,219.13,52.59,,102.99,24.72,,,,,0.1,4.53,7.3,0,0,0,16.61,1.7,,,,,13.13,4.53,4.53,0,0,0,0,28.54,0,28.54,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,4.53,0.17,0.03,0.14,0.04,0,0.04,0.05,0.01,0.04,,,,,,,,,,,,,,,,,,,,,
North and Central America,VCT,Saint Vincent and the Grenadines,2015,0,0,100,0,28.54,0,39,28.28,0.26,0.15,0.15,0.11,,,,0.04,0,,,,,,,,,,168.56,0,,,,,4.8107024,0,,,,,,,,,,,,,,,,,,,,,219.13,52.59,,102.99,24.72,,,,,0.15,4.53,7.3,0,0,0,16.56,1.7,,,,,13.13,4.53,4.53,0,0,0,0,28.54,0,28.54,0,0,0,0,no,no,no,no,no,no,no,no,no,yes,4.53,0.17,0.03,0.14,0.04,0,0.04,0.05,0.01,0.04,,,,,,,,,,,,,,,,,,,,,
North and Central America,VCT,Saint Vincent and the Grenadines,2020,0,0,100,0,28.54,0,39,28.24,0.3,0.17,0.17,0.13,,,,0.04,0,,,,,,,,,,168.56,0,,,,,4.8107024,0,,,,,,,,,,,,,,,,,,,,,219.13,52.59,,102.99,24.72,,,,,0.17,4.53,7.3,0,0,0,16.54,1.7,,,,,13.13,4.53,4.53,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,yes,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VGB,British Virgin Islands,1990,0,0,100,0,3.71,1.68,15,,,,,,,,,0.63,,,,,,,,,,,123,,,,,,0.45633,,,,,,,,,,,,,,,,,,,,,,210,59,,98.7,27.73,,,,,,,,,,,3.71,,,,,,,,,,,,,,3.71,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VGB,British Virgin Islands,2000,0,0,100,0,3.67,1.68,15,,,,,,,,,0.59,,,,,,,,,,,123,,,,,,0.45141,,,,,,,,,,,,,,,,,,,,,,210,59,,98.7,27.73,,,,,,,,,,,3.67,,,,,,,,,,,,,,3.67,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VGB,British Virgin Islands,2010,0,0,100,0,3.64,1.68,15,,,,,,,,,0.59,,,,,,,,,,,123,,,,,,0.44772,,,,,,,,,,,,,,,,,,,,,,210,59,,98.7,27.73,,,,,,,,,,,3.64,,,,,,,,,,,,,,3.64,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VGB,British Virgin Islands,2015,0,0,100,0,3.62,1.68,15,,,,,,,,,0.59,,,,,,,,,,,123,,,,,,0.44526,,,,,,,,,,,,,,,,,,,,,,210,59,,98.7,27.73,,,,,,,,,,,3.62,,,,,,,,,,,,,,3.62,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,VGB,British Virgin Islands,2020,0,0,100,0,3.62,1.68,15,,,,,,,,,0.59,,,,,,,,,,,123,,,,,,0.44526,,,,,,,,,,,,,,,,,,,,,,210,59,,98.7,27.73,,,,,,,,,,,3.62,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Europe, FOREST EUROPE",VAT,Holy See,1990,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Europe, FOREST EUROPE",VAT,Holy See,2000,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Europe, FOREST EUROPE",VAT,Holy See,2010,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Europe, FOREST EUROPE",VAT,Holy See,2015,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,no,no,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Europe, FOREST EUROPE",VAT,Holy See,2020,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,no,no,no,no,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZAF,South Africa,1990,0,0,30,70,18142.09,49682.43,121309,14998.47,3143.62,1270,1270,1873.62,500,,,2,0,,,,,,38,117.5873674,235,38,51.79061508,,569.94186,369.65,298.45,71.19756,939.59,,24,35,24,24,35,24,24,21,24,0,704.59,939.59,,,,,,,,939.59,85.14,20.52,,40.01,9.64,,,,,1270,,500,11,,,16361.09,,,,,,225,,190,1232,394,838,0,586,16324.09,586,0,0,0,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1818,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZAF,South Africa,2000,0,0,30,70,17778.09,49682.43,121309,14634.47,3143.62,1270,1270,1873.62,497,,,2,0,,,,,,38,117.5873674,235,38,52.07308547,,556.10986,369.65,298.45,71.19756,925.76,,24,35,24,24,35,24,24,21,24,0,690.76,925.76,,,,,,,,925.76,85.3,20.55,,40.09,9.66,,,,,1270,,497,11,,,16000.09,,,,,,225,,190,1215,433,782,0,638,15925.09,638,0,0,0,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1853,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZAF,South Africa,2010,0,0,30,70,17414.09,49682.43,121309,14270.47,3143.62,1270,1270,1873.62,497,,,2,0,,,,,,38,117.5873674,235,38,52.36736459,,542.27786,369.65,298.45,71.19756,911.93,,24,35,24,24,35,24,24,21,24,0,676.93,911.93,,,,,,,,911.93,85.48,20.59,,40.17,9.68,,,,,1270,,493,11,,,15640.09,,,,,,225,,190,1335,443,892,0,459,15620.09,459,0,0,0,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1794,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,ZAF,South Africa,2015,0,0,30,70,17232.09,49682.43,121309,14088.47,3143.62,1270,1270,1873.62,428,,,2,0,,,,,,38,117.5873674,235,38,52.51887612,,535.36186,369.65,298.45,71.19756,905.01,,24,35,24,24,35,24,24,21,24,0,670.01,905.01,,,,,,,,905.01,85.57,20.61,,40.22,9.69,,,,,1270,,428,11,,,15523.09,,,,,,225,,190,1331,447,844,0,457,15444.09,457,0,0,0,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,1788,158,,,,,,,,,,,,,,,,,,,,,,,,,,,120,39,81
